"10022","CRUSTACEANS","LOBSTERS","Crustacés"
"7453","SWINE (PIGS)","SOWS","Porcs"
"7458","DOG OR CAT","","Chien Ou Chat"
"7458","HORSES","","Cheveaux"
"7459","POULTRY","TURKEYS","Volaille"
"7459","SWINE (PIGS)","","Porcs"
"7460","DOG OR CAT","","Chien Ou Chat"
"7460","HORSES","","Cheveaux"
"7461","CATTLE","","Bétails"
"7461","DOG OR CAT","","Chien Ou Chat"
"7461","HORSES","","Cheveaux"
"7461","SWINE (PIGS)","","Porcs"
"7462","CATTLE","","Bétails"
"7462","HORSES","","Cheveaux"
"7462","SHEEP","","Mouton"
"7462","SWINE (PIGS)","","Porcs"
"7463","CATTLE","","Bétails"
"7463","HORSES","","Cheveaux"
"7464","CATS","","Chats"
"7464","CATTLE","COWS","Bétails"
"7464","DOGS","","Chiens"
"7464","HORSES","MARES","Cheveaux"
"7464","SHEEP","EWES","Mouton"
"7464","SWINE (PIGS)","SOWS","Porcs"
"74675","CATS","","Chats"
"74675","DOGS","","Chiens"
"7476","CATS","","Chats"
"7476","CATTLE","","Bétails"
"7476","DOGS","","Chiens"
"7476","HORSES","","Cheveaux"
"7476","SWINE (PIGS)","","Porcs"
"75008","HORSES","","Cheveaux"
"75155","CATTLE","","Bétails"
"75155","LAMBS","",""
"75155","POULTRY","CHICKENS","Volaille"
"75155","POULTRY","TURKEYS","Volaille"
"75155","SHEEP","","Mouton"
"75155","SWINE (PIGS)","","Porcs"
"7519","BIRD%","","Oiseau%"
"7519","CATTLE","COWS-LACTATING","Bétails"
"7519","SHEEP","LAMB","Mouton"
"752","DOG OR CAT","","Chien Ou Chat"
"75212","POULTRY","BROILER CHICKENS","Volaille"
"7522","CATTLE","","Bétails"
"7522","SHEEP","","Mouton"
"7522","SWINE (PIGS)","","Porcs"
"7524","CATTLE","","Bétails"
"75291","CATS","","Chats"
"75293","CATTLE","COWS","Bétails"
"75293","SHEEP","EWES","Mouton"
"75293","SWINE (PIGS)","SOWS","Porcs"
"75439","SWINE (PIGS)","","Porcs"
"75524","CATS","","Chats"
"75524","CATTLE","COWS","Bétails"
"75524","DOGS","","Chiens"
"75524","HORSES","MARES","Cheveaux"
"75524","SHEEP","EWES","Mouton"
"75524","SWINE (PIGS)","SOWS","Porcs"
"75547","CATTLE","","Bétails"
"75547","SHEEP","","Mouton"
"75547","SWINE (PIGS)","","Porcs"
"75548","CATTLE","","Bétails"
"75548","SWINE (PIGS)","","Porcs"
"75707","CATTLE","","Bétails"
"75902","HORSES","","Cheveaux"
"76029","CATTLE","","Bétails"
"76029","GOATS","","Chèvres"
"76029","SHEEP","","Mouton"
"76041","DOGS","","Chiens"
"76154","CATTLE","","Bétails"
"76154","HORSES","","Cheveaux"
"76154","POULTRY","CHICKENS","Volaille"
"76154","POULTRY","TURKEYS","Volaille"
"76154","SHEEP","","Mouton"
"76154","SWINE (PIGS)","","Porcs"
"76207","CATTLE","CALVES","Bétails"
"76207","POULTRY","CHICKENS","Volaille"
"76207","POULTRY","TURKEYS","Volaille"
"76207","SWINE (PIGS)","","Porcs"
"76260","CATTLE","CALVES","Bétails"
"76261","CATTLE","CALVES","Bétails"
"76261","HORSES","FOALS","Cheveaux"
"76309","CATS","","Chats"
"76309","DOGS","","Chiens"
"7636","DOG OR CAT","","Chien Ou Chat"
"7636","HORSES","","Cheveaux"
"7637","DOG OR CAT","","Chien Ou Chat"
"7643","CATTLE","","Bétails"
"7643","HORSES","","Cheveaux"
"7643","SHEEP","","Mouton"
"7644","HORSES","","Cheveaux"
"76538","DOGS","","Chiens"
"76572","CATTLE","CALVES","Bétails"
"76572","POULTRY","CHICKENS","Volaille"
"76572","POULTRY","TURKEYS","Volaille"
"76572","SHEEP","LAMB","Mouton"
"76572","SWINE (PIGS)","","Porcs"
"76573","CATTLE","CALVES","Bétails"
"76573","POULTRY","CHICKENS","Volaille"
"76573","POULTRY","TURKEYS","Volaille"
"76573","SWINE (PIGS)","","Porcs"
"76574","POULTRY","CHICKENS","Volaille"
"76574","POULTRY","TURKEYS","Volaille"
"767","CATTLE","","Bétails"
"76727","BIRDS","","Oiseaux"
"76727","CATS","","Chats"
"76727","CATTLE","","Bétails"
"76727","DOGS","","Chiens"
"76727","HORSES","","Cheveaux"
"76727","LABORATORY ANIMALS","","Animaux de laboratoire"
"76727","WILD/MISCELLANEOUS","","Sauvage/Divers"
"76911","CATTLE","","Bétails"
"76911","HORSES","","Cheveaux"
"76911","SWINE (PIGS)","","Porcs"
"76942","CATS","","Chats"
"76942","CATTLE","COWS","Bétails"
"76942","DOGS","BITCHES","Chiens"
"76942","HORSES","MARES","Cheveaux"
"76942","SHEEP","EWES","Mouton"
"76942","SWINE (PIGS)","SOWS","Porcs"
"77251","CATTLE","","Bétails"
"77251","SWINE (PIGS)","","Porcs"
"77319","POULTRY","BROILER CHICKENS","Volaille"
"77319","SWINE (PIGS)","","Porcs"
"77393","CATS","","Chats"
"77464","SWINE (PIGS)","","Porcs"
"78107","SWINE (PIGS)","","Porcs"
"782","CATS","","Chats"
"782","DOGS","","Chiens"
"78264","DOGS","","Chiens"
"78265","DOGS","","Chiens"
"78266","DOGS","","Chiens"
"78407","CATTLE","","Bétails"
"78421","CATTLE","","Bétails"
"78478","CATS","","Chats"
"78478","DOGS","","Chiens"
"78479","DOGS","","Chiens"
"78480","DOGS","","Chiens"
"78481","DOGS","","Chiens"
"78493","CATTLE","CALVES","Bétails"
"78493","POULTRY","CHICKENS","Volaille"
"78493","POULTRY","TURKEYS","Volaille"
"78493","SWINE (PIGS)","","Porcs"
"78503","CATTLE","CALVES","Bétails"
"78503","POULTRY","CHICKENS","Volaille"
"78503","POULTRY","TURKEYS","Volaille"
"78503","SHEEP","LAMB","Mouton"
"78503","SWINE (PIGS)","","Porcs"
"78607","CATTLE","BEEF CATTLE","Bétails"
"78607","CATTLE","DAIRY CATTLE","Bétails"
"78607","HORSES","","Cheveaux"
"78607","SHEEP","","Mouton"
"78607","SWINE (PIGS)","","Porcs"
"78857","POULTRY","BROILER CHICKENS","Volaille"
"78857","POULTRY","BROILER TURKEYS","Volaille"
"78857","POULTRY","COMMERCIAL LAYER HENS","Volaille"
"78857","POULTRY","PULLETS","Volaille"
"78886","CATTLE","CALVES","Bétails"
"78886","POULTRY","CHICKENS","Volaille"
"78886","POULTRY","TURKEYS","Volaille"
"78886","SHEEP","LAMB","Mouton"
"78886","SWINE (PIGS)","","Porcs"
"78952","CATTLE","","Bétails"
"78952","SHEEP","","Mouton"
"78952","SWINE (PIGS)","","Porcs"
"78977","CATTLE","","Bétails"
"78977","HORSES","","Cheveaux"
"79114","CATTLE","CALVES","Bétails"
"79114","POULTRY","CHICKENS","Volaille"
"79114","POULTRY","TURKEYS","Volaille"
"79114","SWINE (PIGS)","","Porcs"
"79248","CATS","","Chats"
"79401","DOGS","","Chiens"
"798","DOG OR CAT","","Chien Ou Chat"
"79816","HORSES","","Cheveaux"
"799","DOG OR CAT","","Chien Ou Chat"
"80159","CATTLE","BEEF CATTLE","Bétails"
"80159","CATTLE","CALVES","Bétails"
"80159","CATTLE","COWS-NON LACTATING","Bétails"
"80159","SWINE (PIGS)","","Porcs"
"80189","CATTLE","BEEF CATTLE","Bétails"
"80278","CATS","","Chats"
"80278","DOGS","","Chiens"
"80307","CATS","","Chats"
"80307","DOGS","","Chiens"
"80598","CATS","","Chats"
"80599","CATS","","Chats"
"80605","DOGS","","Chiens"
"80606","DOGS","","Chiens"
"80607","DOGS","","Chiens"
"8072","HORSES","","Cheveaux"
"8084","CATTLE","","Bétails"
"8084","HORSES","","Cheveaux"
"8084","SHEEP","","Mouton"
"8084","SWINE (PIGS)","","Porcs"
"8085","CATTLE","","Bétails"
"8085","SHEEP","","Mouton"
"8085","SWINE (PIGS)","","Porcs"
"80860","CATTLE","DAIRY CATTLE","Bétails"
"80933","CATS","","Chats"
"80933","DOGS","","Chiens"
"80934","DOGS","","Chiens"
"80936","DOGS","","Chiens"
"80937","DOGS","","Chiens"
"8104","CATTLE","CALVES","Bétails"
"8104","POULTRY","CHICKENS","Volaille"
"8104","POULTRY","TURKEYS","Volaille"
"8104","SHEEP","","Mouton"
"8104","SWINE (PIGS)","","Porcs"
"8105","CATTLE","","Bétails"
"8105","HORSES","","Cheveaux"
"8105","SHEEP","","Mouton"
"8105","SWINE (PIGS)","","Porcs"
"8115","CATTLE","","Bétails"
"8115","DOG OR CAT","","Chien Ou Chat"
"8115","HORSES","","Cheveaux"
"8115","SHEEP","","Mouton"
"8115","SWINE (PIGS)","","Porcs"
"81375","CATTLE","","Bétails"
"815","CATTLE","","Bétails"
"815","HORSES","","Cheveaux"
"8151","CATTLE","","Bétails"
"8158","CATS","","Chats"
"8158","DOGS","","Chiens"
"8160","CATTLE","","Bétails"
"8162","CATTLE","","Bétails"
"8186","DOG OR CAT","","Chien Ou Chat"
"8186","HORSES","","Cheveaux"
"8205","CATTLE","","Bétails"
"8205","SHEEP","","Mouton"
"8207","CATTLE","CALVES","Bétails"
"8207","SHEEP","LAMB","Mouton"
"8207","WILD/MISCELLANEOUS","MINK","Sauvage/Divers"
"82159","CATS","","Chats"
"82159","DOGS","","Chiens"
"8228","HORSES","","Cheveaux"
"82282","CATTLE","BEEF CATTLE","Bétails"
"82299","CATS","","Chats"
"82299","DOGS","","Chiens"
"8246","CATTLE","","Bétails"
"8246","HORSES","","Cheveaux"
"82490","CATTLE","COWS","Bétails"
"82490","SHEEP","EWES","Mouton"
"82490","SWINE (PIGS)","SOWS","Porcs"
"82510","CATS","","Chats"
"82510","DOGS","","Chiens"
"8253","DOGS","","Chiens"
"8254","DOGS","","Chiens"
"8255","DOGS","","Chiens"
"82612","CATTLE","","Bétails"
"82612","GOATS","","Chèvres"
"82612","HORSES","","Cheveaux"
"82612","SHEEP","","Mouton"
"82612","SWINE (PIGS)","","Porcs"
"8267","CATTLE","","Bétails"
"8268","CATTLE","BEEF HEIFERS","Bétails"
"827","CATS","","Chats"
"827","CATTLE","COWS-LACTATING","Bétails"
"827","DOGS","","Chiens"
"827","HORSES","","Cheveaux"
"827","SHEEP","","Mouton"
"827","WILD/MISCELLANEOUS","FOXES","Sauvage/Divers"
"827","WILD/MISCELLANEOUS","MINK","Sauvage/Divers"
"827","WILD/MISCELLANEOUS","RABBITS","Sauvage/Divers"
"828","GENERAL - MISC.","","Général-Misc"
"8287","CATTLE","","Bétails"
"8287","SWINE (PIGS)","","Porcs"
"8288","CATTLE","","Bétails"
"8288","DOG OR CAT","","Chien Ou Chat"
"8288","SWINE (PIGS)","","Porcs"
"8289","CATS","","Chats"
"8289","CATTLE","BEEF CATTLE","Bétails"
"8289","CATTLE","BULLS","Bétails"
"8289","CATTLE","CALVES","Bétails"
"8289","CATTLE","COWS-DRY","Bétails"
"8289","CATTLE","REPLACEMENT HEIFERS","Bétails"
"8289","DOGS","","Chiens"
"8289","HORSES","","Cheveaux"
"8289","SHEEP","","Mouton"
"8289","SWINE (PIGS)","","Porcs"
"829","GENERAL - MISC.","","Général-Misc"
"8320","SWINE (PIGS)","","Porcs"
"8326","CATTLE","CALVES","Bétails"
"8326","CATTLE","COWS","Bétails"
"8326","HORSES","MARES","Cheveaux"
"8327","CATTLE","","Bétails"
"8341","CATTLE","COWS-LACTATING","Bétails"
"8342","CATTLE","DAIRY CATTLE","Bétails"
"83573","CATTLE","","Bétails"
"83573","HORSES","","Cheveaux"
"83573","SHEEP","","Mouton"
"83573","SWINE (PIGS)","","Porcs"
"83574","SWINE (PIGS)","PIGLETS","Porcs"
"83650","CATS","","Chats"
"83650","CATTLE","","Bétails"
"83650","DOGS","","Chiens"
"83650","HORSES","","Cheveaux"
"83650","SHEEP","","Mouton"
"83650","SWINE (PIGS)","","Porcs"
"8371","SWINE (PIGS)","SOWS","Porcs"
"8380","HORSES","","Cheveaux"
"8381","HORSES","","Cheveaux"
"8389","HORSES","","Cheveaux"
"8390","GENERAL - MISC.","","Général-Misc"
"83914","DOGS","","Chiens"
"8396","GENERAL - MISC.","","Général-Misc"
"84","CATTLE","BULLS","Bétails"
"84","CATTLE","COWS","Bétails"
"84","DOGS","","Chiens"
"84","HORSES","MARES","Cheveaux"
"84","HORSES","STALLIONS","Cheveaux"
"84","SWINE (PIGS)","BOARS","Porcs"
"84027","CATTLE","","Bétails"
"8411","HORSES","","Cheveaux"
"8412","HORSES","","Cheveaux"
"8413","HORSES","","Cheveaux"
"8414","HORSES","","Cheveaux"
"8415","HORSES","","Cheveaux"
"8416","HORSES","","Cheveaux"
"8417","HORSES","","Cheveaux"
"8418","HORSES","","Cheveaux"
"8426","DOGS","","Chiens"
"8426","HORSES","","Cheveaux"
"84448","DOGS","","Chiens"
"84448","HORSES","","Cheveaux"
"846","CATTLE","","Bétails"
"846","HORSES","","Cheveaux"
"8467","CATTLE","","Bétails"
"8467","HORSES","","Cheveaux"
"8467","SHEEP","","Mouton"
"8467","SWINE (PIGS)","","Porcs"
"8486","HORSES","","Cheveaux"
"8520","HORSES","","Cheveaux"
"8521","CATTLE","DAIRY CATTLE","Bétails"
"8523","CATTLE","","Bétails"
"8523","HORSES","","Cheveaux"
"8523","POULTRY","CHICKENS","Volaille"
"8523","POULTRY","TURKEYS","Volaille"
"8523","SHEEP","","Mouton"
"8523","SWINE (PIGS)","","Porcs"
"8547","HORSES","","Cheveaux"
"85486","CATTLE","BEEF CATTLE","Bétails"
"8556","CATTLE","","Bétails"
"8556","POULTRY","","Volaille"
"8556","SHEEP","","Mouton"
"8556","SWINE (PIGS)","","Porcs"
"8557","POULTRY","","Volaille"
"8568","CATTLE","","Bétails"
"8568","SHEEP","","Mouton"
"85713","CATTLE","","Bétails"
"85713","HORSES","","Cheveaux"
"8578","CATTLE","","Bétails"
"8579","CATTLE","","Bétails"
"8580","CATTLE","","Bétails"
"8581","CATTLE","","Bétails"
"85946","CATTLE","","Bétails"
"85958","CATTLE","BEEF CATTLE","Bétails"
"85958","CATTLE","DAIRY CATTLE","Bétails"
"86","CATTLE","","Bétails"
"86","HORSES","","Cheveaux"
"86","SWINE (PIGS)","SOWS","Porcs"
"86009","CATTLE","DAIRY CATTLE","Bétails"
"8614","POULTRY","","Volaille"
"8615","CATTLE","","Bétails"
"8615","SWINE (PIGS)","","Porcs"
"86526","POULTRY","BROILER CHICKENS","Volaille"
"86526","POULTRY","TURKEYS","Volaille"
"86526","SWINE (PIGS)","","Porcs"
"86803","DOGS","","Chiens"
"86803","HORSES","","Cheveaux"
"87","CATTLE","","Bétails"
"87","DOG OR CAT","","Chien Ou Chat"
"87","HORSES","","Cheveaux"
"87","SWINE (PIGS)","","Porcs"
"871","CATS","","Chats"
"871","CATTLE","COWS-LACTATING","Bétails"
"871","DOGS","","Chiens"
"871","HORSES","","Cheveaux"
"875","HORSES","","Cheveaux"
"88","HORSES","","Cheveaux"
"88188","DOGS","","Chiens"
"88648","CATTLE","","Bétails"
"88648","HORSES","","Cheveaux"
"88648","SHEEP","","Mouton"
"89204","CATTLE","","Bétails"
"89204","HORSES","","Cheveaux"
"89204","SHEEP","","Mouton"
"89205","CATTLE","","Bétails"
"89205","HORSES","","Cheveaux"
"89205","SHEEP","","Mouton"
"8970","CATTLE","","Bétails"
"8986","DOGS","","Chiens"
"8988","CATTLE","","Bétails"
"8988","SWINE (PIGS)","","Porcs"
"90","CATTLE","DAIRY CATTLE","Bétails"
"90391","DOGS","","Chiens"
"9119","BEES","","Abeilles"
"9120","CATTLE","COWS-LACTATING","Bétails"
"9120","SHEEP","LAMB","Mouton"
"9120","SWINE (PIGS)","PIGLETS","Porcs"
"9122","CATTLE","","Bétails"
"9122","HORSES","","Cheveaux"
"9123","CATTLE","","Bétails"
"9123","DOG OR CAT","","Chien Ou Chat"
"9123","GOATS","","Chèvres"
"9123","HORSES","","Cheveaux"
"9123","SHEEP","","Mouton"
"9123","SWINE (PIGS)","","Porcs"
"9124","DOG OR CAT","","Chien Ou Chat"
"9127","DOG OR CAT","","Chien Ou Chat"
"914","DOGS","","Chiens"
"915","DOGS","","Chiens"
"9159","CATTLE","DAIRY CATTLE","Bétails"
"916","CATS","","Chats"
"91834","CATTLE","","Bétails"
"91834","HORSES","","Cheveaux"
"91834","SHEEP","","Mouton"
"91834","SWINE (PIGS)","","Porcs"
"921","CATTLE","","Bétails"
"921","GOATS","","Chèvres"
"921","HORSES","","Cheveaux"
"921","SHEEP","LAMB","Mouton"
"921","SWINE (PIGS)","","Porcs"
"922","CATTLE","","Bétails"
"9226","POULTRY","BROILER CHICKENS","Volaille"
"9227","POULTRY","BROILER CHICKENS","Volaille"
"9228","POULTRY","BROILER CHICKENS","Volaille"
"9261","SWINE (PIGS)","","Porcs"
"9267","SWINE (PIGS)","","Porcs"
"92826","CATTLE","DAIRY CATTLE","Bétails"
"9298","GENERAL - MISC.","","Général-Misc"
"9299","CATTLE","","Bétails"
"9299","POULTRY","","Volaille"
"9299","SHEEP","","Mouton"
"9299","SWINE (PIGS)","","Porcs"
"9303","CATTLE","BEEF CATTLE","Bétails"
"9304","SWINE (PIGS)","","Porcs"
"9326","GENERAL - MISC.","","Général-Misc"
"9327","GENERAL - MISC.","","Général-Misc"
"9331","DOGS","","Chiens"
"9331","HORSES","","Cheveaux"
"93329","CATTLE","DAIRY CATTLE","Bétails"
"93330","CATTLE","DAIRY CATTLE","Bétails"
"93334","CATTLE","DAIRY CATTLE","Bétails"
"9358","CATS","","Chats"
"9358","DOGS","","Chiens"
"9359","DOG OR CAT","","Chien Ou Chat"
"9390","HORSES","","Cheveaux"
"9391","HORSES","","Cheveaux"
"9392","CATS","","Chats"
"9392","DOGS","","Chiens"
"9404","POULTRY","CHICKENS","Volaille"
"9431","DOGS","","Chiens"
"94356","CATTLE","","Bétails"
"9436","DOGS","","Chiens"
"9437","CATTLE","COWS-LACTATING","Bétails"
"9443","SWINE (PIGS)","","Porcs"
"9451","CATTLE","","Bétails"
"9451","HORSES","","Cheveaux"
"9452","POULTRY","","Volaille"
"9453","CATTLE","DAIRY CATTLE","Bétails"
"9473","DOG OR CAT","","Chien Ou Chat"
"9520","CATS","","Chats"
"9520","CATTLE","CALVES","Bétails"
"9520","DOGS","","Chiens"
"9522","DOGS","","Chiens"
"9523","DOGS","","Chiens"
"9561","CATTLE","","Bétails"
"9561","HORSES","","Cheveaux"
"9570","CATTLE","DAIRY CATTLE","Bétails"
"9620","HORSES","","Cheveaux"
"968","CATTLE","COWS-DRY","Bétails"
"968","CATTLE","COWS-LACTATING","Bétails"
"9728","CATTLE","COWS-DRY","Bétails"
"9739","SWINE (PIGS)","","Porcs"
"9766","CATTLE","CALVES","Bétails"
"9766","POULTRY","BREEDER CHICKENS","Volaille"
"9766","POULTRY","BROILER CHICKENS","Volaille"
"9766","POULTRY","DUCKS","Volaille"
"9766","POULTRY","GEESE","Volaille"
"9766","POULTRY","REPLACEMENT CHICKENS","Volaille"
"9766","POULTRY","TURKEYS","Volaille"
"9766","SWINE (PIGS)","","Porcs"
"9768","CATS","","Chats"
"9768","DOGS","","Chiens"
"9769","CATS","","Chats"
"9769","DOGS","","Chiens"
"9770","CATTLE","COWS-LACTATING","Bétails"
"9770","GOATS","","Chèvres"
"9770","SHEEP","LAMB","Mouton"
"9770","SWINE (PIGS)","","Porcs"
"9780","CATTLE","BEEF HEIFERS","Bétails"
"9780","CATTLE","COWS-DRY","Bétails"
"9780","CATTLE","DAIRY CATTLE","Bétails"
"9783","CATS","","Chats"
"9783","DOGS","","Chiens"
"9789","DOG OR CAT","","Chien Ou Chat"
"9799","CATS","","Chats"
"9799","DOGS","","Chiens"
"980","FINFISH","AQUARIUM FISH","Poisson À Nageoires"
"9801","HORSES","","Cheveaux"
"9871","CATTLE","","Bétails"
"9935","SHEEP","EWES","Mouton"
"9937","HORSES","","Cheveaux"
"9967","CATTLE","","Bétails"
"9967","SWINE (PIGS)","","Porcs"
